"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000063245.14",327.624363919256,0.0622681788172059,0.0487505280967374,1.6580406302424,0.197868081795277,0.416665356905171,"EPN1","29924"
"ENSG00000115155.17",0.880501804699396,0.612043918499371,0.446715765333771,1.65753384175326,0.197936628801461,NA,"OTOF","9381"
"ENSG00000217555.12",42.0337899487113,-0.0536115834331574,0.0407829729170351,1.6566127845266,0.198061280136233,0.416970083032547,"CKLF","51192"
"ENSG00000141644.17",263.184708922833,0.0344582267372665,0.0265199106194482,1.65654120807721,0.198070970794517,0.416970083032547,"MBD1","4152"
"ENSG00000143543.15",535.833683871624,-0.0262460306397674,0.0205381911897171,1.65467051403567,0.198324439390173,0.417442366258258,"JTB","10899"
"ENSG00000176209.11",104.238369090009,0.0800557260020147,0.0625515490829144,1.65332593660162,0.198506857201341,0.417764981812366,"SMIM19","114926"
"ENSG00000117010.17",19.1125322558247,-0.0654638130263486,0.052036586575088,1.65299573771182,0.198551685143958,0.417797982215721,"ZNF684","127396"
"ENSG00000204304.12",483.783751759845,0.0199422687545256,0.0153025775695526,1.65159100800679,0.198742524672075,0.418107637609067,"PBX2","5089"
"ENSG00000177030.16",36.0992989475954,0.0564325551478279,0.0437323294294618,1.65148318607396,0.198757181712584,0.418107637609067,"DEAF1","10522"
"ENSG00000100036.13",58.2275296569094,0.0523419540591927,0.0409857550761406,1.65067928964226,0.198866501359395,0.418276218706613,"SLC35E4","339665"
"ENSG00000171126.8",2.45620244854088,-0.159581484041254,0.127464969268403,1.64846109929996,0.19916851317402,0.418849980609801,"KCNG3","170850"
"ENSG00000070081.17",545.409600601883,-0.054184031838438,0.0428449557775852,1.64788295948995,0.199247316703208,0.418943310772282,"NUCB2","4925"
"ENSG00000110492.15",419.604721363342,0.0561946707306479,0.042686947310463,1.64768301185262,0.199274579148493,0.418943310772282,"MDK","4192"
"ENSG00000172780.16",58.8671449425092,0.205648854843318,0.153154608387312,1.64749238656788,0.199300574588823,0.418943310772282,"RAB43","339122"
"ENSG00000184675.11",105.055698965163,0.0491475940570791,0.0386450303524674,1.64700081078092,0.199367628820216,0.419022814004249,"AMER1","139285"
"ENSG00000151690.15",94.9202563258634,0.0476827815127581,0.0375173780874423,1.64639695638118,0.199450034869085,0.419134555023232,"MFSD6","54842"
"ENSG00000131475.7",620.346723213122,0.0256967715161134,0.0198303352909863,1.64569539760481,0.19954582455343,0.419274384220003,"VPS25","84313"
"ENSG00000163249.12",96.7098718357244,-0.0456349863922803,0.0359663456307224,1.64519389521189,0.199614331983426,0.419356856903185,"CCNYL1","151195"
"ENSG00000163166.15",325.857498686195,0.0255696702862946,0.0200293434808839,1.64492464762907,0.19965112378234,0.419372685858156,"IWS1","55677"
"ENSG00000253710.4",182.439157984964,-0.0545649524814669,0.0427597869160852,1.64391547215462,0.199789095193638,0.419601009597891,"ALG11","440138"
"ENSG00000134262.13",228.294908959026,-0.0429922009545861,0.0338620193403429,1.6432235499604,0.199883757419377,0.419738320956541,"AP4B1","10717"
"ENSG00000147485.13",0.65526251034619,0.313889875390018,0.24469937278396,1.64310666876774,0.19989975319591,NA,"PXDNL","137902"
"ENSG00000124571.18",604.387143882439,-0.0463949690200554,0.0364539551839801,1.6419790706392,0.200054147908165,0.420034591491963,"XPO5","57510"
"ENSG00000086200.16",270.963316756764,-0.0513566941397856,0.0417462924943332,1.64124760299791,0.200154377958798,0.420183487648127,"IPO11","51194"
"ENSG00000170634.13",12.2785868008675,0.0825044369746003,0.0636917277844265,1.64048800874457,0.200258524543131,0.420340560960791,"ACYP2","98"
"ENSG00000111328.7",886.491315325572,0.0200901380772626,0.0158048663387247,1.63968656599314,0.200368477944917,0.420477883769445,"CDK2AP1","8099"
"ENSG00000186918.14",317.793915936608,-0.0866045009583184,0.0662779007006433,1.63945204663429,0.200400666088054,0.420477883769445,"ZNF395","55893"
"ENSG00000130749.10",246.17983144706,0.0362359288050753,0.028013653132116,1.63936983834787,0.200411950740397,0.420477883769445,"ZC3H4","23211"
"ENSG00000133328.4",0.964303683431388,-0.258975742362469,0.206783416508722,1.63866822734278,0.200508290599437,NA,"PLAAT2","54979"
"ENSG00000033867.16",298.803097135218,0.0521923833210931,0.0424227517172679,1.63845553521821,0.20053750660648,0.4205933407587,"SLC4A7","9497"
"ENSG00000136682.15",211.085535074137,-0.0399436313369402,0.031616619511966,1.63842327891393,0.200541937862922,0.4205933407587,"ZNG1B","150472"
"ENSG00000031081.11",2.94335060214446,-0.19645406503944,0.143875250680852,1.63830272258852,0.200558500481364,0.4205933407587,"ARHGAP31","57514"
"ENSG00000135916.16",75.5243024003057,0.0428087413136315,0.033447949367268,1.63811458966808,0.200584350315786,0.4205933407587,"ITM2C","81618"
"ENSG00000121351.8",5.96496166571905,0.102569287371283,0.0791368748311396,1.63718668159282,0.200711904023416,0.420692567786531,"IAPP","3375"
"ENSG00000085224.22",501.768035222143,-0.103183846606112,0.0814306046803964,1.6371347083134,0.200719051283797,0.420692567786531,"ATRX","546"
"ENSG00000091831.23",2286.33505045654,0.13188170644496,0.103333347449227,1.63712984333029,0.200719720321759,0.420692567786531,"ESR1","2099"
"ENSG00000183186.8",12.1537672618497,-0.0782030358360053,0.061025633374543,1.63676231886313,0.200770270281273,0.42073699622979,"C2CD4C","126567"
"ENSG00000187642.9",0.935110409475995,0.240532798903162,0.198430831126471,1.63673109129367,0.200774566065708,NA,"PERM1","84808"
"ENSG00000125910.6",0.417909147709819,0.476976936226095,0.377011482740809,1.63673092678373,0.200774588696614,NA,"S1PR4","8698"
"ENSG00000205302.7",741.66520925804,0.0495398143154847,0.0384539734741618,1.63596797562809,0.200879576781487,0.420822565009472,"SNX2","6643"
"ENSG00000180776.15",1167.22155209904,-0.0461256854959758,0.0369825238129321,1.63588146611335,0.200891485245395,0.420822565009472,"ZDHHC20","253832"
"ENSG00000177201.2",12.9141974244365,-0.0716268745221552,0.0562477925053344,1.63582558757415,0.200899177644748,0.420822565009472,"OR2T12","127064"
"ENSG00000160321.15",2.94258479818716,-0.177090414695996,0.131072676154775,1.63281957914461,0.20131350429231,0.421628838475449,"ZNF208","7757"
"ENSG00000142751.15",161.100198442407,0.0358693511722211,0.0280009548778316,1.6318640353133,0.201445420033264,0.421840678769289,"GPN2","54707"
"ENSG00000186501.14",151.922067886623,0.0588121761668827,0.0451750793139358,1.63166066086518,0.201473509617312,0.421840678769289,"TMEM222","84065"
"ENSG00000198650.11",1.83827943463082,-0.283814938051201,0.209507642970229,1.63099573979238,0.201565379059568,0.42196744882356,"TAT","6898"
"ENSG00000215472.10",8.93420181927611,-0.275448548667291,0.198117047606038,1.63079638894303,0.20159293215737,0.42196744882356,"RPL17-C18orf32","100526842"
"ENSG00000139364.10",1.254815152859,0.208439103301433,0.17189757711217,1.63025604949796,0.201667636969773,0.422062185475943,"TMEM132B","114795"
"ENSG00000148848.14",0.542030822378718,-0.309886942654693,0.29211902306484,1.62986979548771,0.201721058610079,NA,"ADAM12","8038"
"ENSG00000263874.2",12.5365555784356,0.0748523473015539,0.0590716809225677,1.6298618521167,0.201722157408735,0.422114657561577,"LASP1NB","100505576"
"ENSG00000007520.4",142.80633363107,0.0524694005830486,0.0413425646975584,1.62869957238667,0.201883010340398,0.422326846600835,"TSR3","115939"
"ENSG00000122378.14",529.920598860073,0.0240350520491567,0.0188041273122461,1.62863665518438,0.201891722029827,0.422326846600835,"PRXL2A","84293"
"ENSG00000168818.10",129.559910647441,0.0406372373667425,0.0319606809244313,1.62849058371182,0.201911949194609,0.422326846600835,"STX18","53407"
"ENSG00000186001.14",322.293257368138,0.0592735691632351,0.0447490868884725,1.62820551635099,0.201951430604815,0.422347797824543,"LRCH3","84859"
"ENSG00000073614.13",354.139881788211,0.0387234056900423,0.0303513937867208,1.62789975575981,0.201993788094884,0.422374756900374,"KDM5A","5927"
"ENSG00000140471.17",186.555391369677,-0.0578805178903091,0.0453965131368354,1.62649271114367,0.202188842977906,0.422720956132628,"LINS1","55180"
"ENSG00000100300.18",67.1867026800403,0.0607548083366391,0.0471321826792974,1.62611562550597,0.202241155024212,0.422768662114197,"TSPO","706"
"ENSG00000102935.11",6.36962106400437,0.196849201546118,0.137825382587287,1.62570790971705,0.20229773423129,0.422825273034604,"ZNF423","23090"
"ENSG00000092931.11",110.880053376484,-0.0385890271085825,0.0304619854074437,1.62546892568946,0.202330906991142,0.422832952443656,"MFSD11","79157"
"ENSG00000109083.13",105.598377540965,0.0330261177205192,0.025997687336729,1.62522120735986,0.202365298895482,0.422843177021551,"IFT20","90410"
"ENSG00000110321.17",10413.4133925917,0.133634646462763,0.106209906601989,1.62495044347361,0.202402898194771,0.422860099507921,"EIF4G2","1982"
"ENSG00000196781.16",264.203113399988,0.0450860175407332,0.0359875170907957,1.62441007565798,0.202477960302842,0.422942372652962,"TLE1","7088"
"ENSG00000107669.17",135.457577161,-0.0407486267554054,0.0315629082762227,1.62424216818607,0.202501290883025,0.422942372652962,"ATE1","11101"
"ENSG00000167671.12",162.42539208718,0.0496453588443159,0.0380975839559764,1.62354117027127,0.202598728056449,0.423065203996133,"UBXN6","80700"
"ENSG00000025293.17",163.481201109851,0.0499478951996479,0.0387298790407153,1.62339443360446,0.202619131117166,0.423065203996133,"PHF20","51230"
"ENSG00000183615.6",1.68032705174492,0.183370438501869,0.153530728807178,1.62248445187083,0.202745713939118,0.423267850801533,"FAM167B","84734"
"ENSG00000205838.14",0.790373908763976,-0.299648338294286,0.239620590614155,1.62216383039832,0.202790336104879,NA,"TTC23L","153657"
"ENSG00000253729.8",2293.71571246673,-0.0395844613378857,0.0314012633731173,1.62190257351131,0.202826704815997,0.423373601245712,"PRKDC","5591"
"ENSG00000164684.13",97.9890399155128,0.0643800246185124,0.0528188800892605,1.62169618333206,0.202855441143823,0.423373601245712,"ZNF704","619279"
"ENSG00000185518.11",9.40836701795883,0.103773726473829,0.0791293376325639,1.61988527112902,0.203107785621433,0.423838549875909,"SV2B","9899"
"ENSG00000197565.16",4.72541916879138,0.15214243508021,0.112855078771971,1.61937172587812,0.203179413686994,0.423926305063956,"COL4A6","1288"
"ENSG00000158125.10",0.328263505407546,-0.374253906264408,0.378224652249129,1.6193504142583,0.20318238682378,NA,"XDH","7498"
"ENSG00000169193.12",16.9144040624046,0.0708557141246534,0.0557360121169898,1.61901280825137,0.203229492325291,0.423969079171987,"CCDC126","90693"
"ENSG00000167785.9",115.26661998153,0.0367997077101871,0.0285531244849008,1.61861776866823,0.203284627754577,0.424005486705047,"ZNF558","148156"
"ENSG00000156206.14",1.74818214446266,-0.238284736445533,0.200639478331145,1.61846392008164,0.203306105073516,0.424005486705047,"CFAP161","161502"
"ENSG00000140968.11",0.891843461414569,-0.391517855955896,0.326122829815806,1.61845342248958,0.203307570638621,NA,"IRF8","3394"
"ENSG00000262484.1",0.668648345101651,0.302732768935296,0.240708234087609,1.61816034533496,0.203348492060731,NA,"CCER2","643669"
"ENSG00000132485.14",435.069664182084,-0.0440580396632505,0.035910586192428,1.61812734050596,0.203353101026889,0.424041802461366,"ZRANB2","9406"
"ENSG00000188372.15",78.0287820459665,-0.0564485121124825,0.0434739624556051,1.61767518462295,0.203416254821814,0.4241117958714,"ZP3","7784"
"ENSG00000186130.5",189.201454916826,-0.0513526637639156,0.0415385460817093,1.61739265297581,0.203455728486047,0.424132404322135,"ZBTB6","10773"
"ENSG00000112877.8",44.5476817819613,-0.0422044023404512,0.03298160142666,1.61566518130218,0.20369727707957,0.424574199455948,"CEP72","55722"
"ENSG00000183098.11",224.809316341716,0.0498161555672895,0.0385842052415162,1.61530122930486,0.203748210780086,0.424618617813572,"GPC6","10082"
"ENSG00000188293.6",0.464585876962236,0.346202553040186,0.273696845440426,1.61508516849689,0.203778454769473,NA,"IGFL1","374918"
"ENSG00000167220.12",197.846461601264,0.0352282002935824,0.0278013684151423,1.61455968609005,0.20385203338801,0.424773229624034,"HDHD2","84064"
"ENSG00000144306.15",126.049975830959,0.0357103835144286,0.0281438688667749,1.61416439080728,0.20390740369981,0.424786935690977,"SCRN3","79634"
"ENSG00000160226.16",29.3554186757258,0.0697689283183095,0.0553925831513348,1.61408960721991,0.203917880876909,0.424786935690977,"CFAP410","755"
"ENSG00000080371.6",616.464964151089,0.0176205587540732,0.0138109969005586,1.61297005391543,0.20407480612027,0.425052059129316,"RAB21","23011"
"ENSG00000157014.11",422.487979908328,-0.0317110532287939,0.0250323748228906,1.61269826570924,0.204112923525547,0.425061686732306,"TATDN2","9797"
"ENSG00000166592.12",0.574465027797836,0.330530817162933,0.262973388923761,1.61229630113068,0.20416931312643,NA,"RRAD","6236"
"ENSG00000150403.18",299.099648076642,0.028086415286731,0.0223132720783465,1.61214277230948,0.204190855763632,0.425061686732306,"TMCO3","55002"
"ENSG00000152439.13",13.5539540487526,0.0858968493807001,0.0686734867301837,1.61214256102849,0.204190885411702,0.425061686732306,"ZNF773","374928"
"ENSG00000149646.12",10.7912820550433,-0.108243176504975,0.0846447270718117,1.61209154181424,0.204198044847123,0.425061686732306,"CNBD2","140894"
"ENSG00000129055.12",408.862294147764,-0.0332814410896884,0.0263636867093644,1.61181968615443,0.204236198857401,0.425079377729343,"ANAPC13","25847"
"ENSG00000285446.1",1.23529158643983,-0.329674196735404,0.258660078125378,1.61141885927672,0.204292468868309,0.425134763176298,NA,NA
"ENSG00000113739.10",3337.45194424986,0.039844050368576,0.0317566159066154,1.61096454032304,0.204356270455716,0.42520580355817,"STC2","8614"
"ENSG00000094914.14",253.557256072136,-0.0401648326983582,0.0308593458415283,1.60968688675251,0.204535821755882,0.425517629760351,"AAAS","8086"
"ENSG00000132463.14",1476.44488193713,-0.0216724019102224,0.0173246031517051,1.60918287238849,0.204606703098502,0.425603320594099,"GRSF1","2926"
"ENSG00000158985.13",301.004238174699,0.0226446719126471,0.0179254315381402,1.60859812832126,0.204688974049675,0.425712674699367,"CDC42SE2","56990"
"ENSG00000164181.14",227.514514563188,-0.0403910080018707,0.0327171655858327,1.60793126546622,0.204782846378905,0.425846122152216,"ELOVL7","79993"
"ENSG00000111305.19",6.51064986968949,-0.101345688901897,0.0795528914550724,1.60743383426635,0.204852901374851,0.425930009908197,"GSG1","83445"
"ENSG00000104899.8",11.8590876808202,0.102909482414665,0.0824728502273327,1.60677865741539,0.204945215388786,0.426060147553714,"AMH","268"
"ENSG00000125122.15",1.75658078815403,-0.188792274433261,0.158016533419046,1.60615163538355,0.205033608362541,0.426182097196732,"FBXL9P","26231"
"ENSG00000183844.17",3.15266549854928,-0.139025065377139,0.108580182823066,1.60556518363046,0.205116322741221,0.426231430223988,"FAM3B","54097"
"ENSG00000134256.12",3.98779854785586,0.13232979345191,0.108710440067305,1.60556170446026,0.205116813568095,0.426231430223988,"CD101","9398"
"ENSG00000198844.12",0.882589298000474,0.341428179644298,0.282735652248536,1.60482023038294,0.205221449272703,NA,"ARHGEF15","22899"
"ENSG00000102359.7",0.957767929302923,0.268642130970305,0.253500765415806,1.60435598653106,0.205286994725024,NA,"SRPX2","27286"
"ENSG00000129455.15",0.955548927651075,0.366748651563077,0.284675268392948,1.60433311717254,0.20529022423205,NA,"KLK8","11202"
"ENSG00000136960.12",1.54483046213603,0.267814336066772,0.204402997464252,1.60383620419502,0.205360410832495,0.426654796770136,"ENPP2","5168"
"ENSG00000140006.11",178.106012199775,-0.0514522629923807,0.0401415135717956,1.60369696941825,0.205380082162267,0.426654796770136,"WDR89","112840"
"ENSG00000169710.9",1664.4099654761,0.140973715270403,0.110482690475789,1.60117845836828,0.205736285936914,0.427332839098642,"FASN","2194"
"ENSG00000143653.10",562.789926450401,0.0373322939877803,0.0303733747456954,1.6007972700981,0.205790262531201,0.427383022764739,"SCCPDH","51097"
"ENSG00000100258.18",89.2149164866962,0.0717201607817702,0.0552905721047547,1.60037010847856,0.205850768855055,0.427446750799416,"LMF2","91289"
"ENSG00000006282.21",375.189871375871,0.0470054698377473,0.037166802737329,1.59968132417953,0.205948377584731,0.427587491932145,"SPATA20","64847"
"ENSG00000120690.16",477.288897216465,0.0268485987884809,0.0214096501057531,1.59944107256439,0.205982436879515,0.427596270851697,"ELF1","1997"
"ENSG00000115484.15",1690.32962763436,-0.0193278665500965,0.0154839291100017,1.59894001200689,0.206053491179734,0.427648022960947,"CCT4","10575"
"ENSG00000177932.7",63.5181385302282,-0.0527967859898401,0.0427304395080576,1.59866648950657,0.206092291016521,0.427648022960947,"ZNF354C","30832"
"ENSG00000235568.7",2.35067785598942,0.231218128679231,0.169196055061952,1.59863420966278,0.206096870560501,0.427648022960947,"NFAM1","150372"
"ENSG00000196821.10",666.180432708037,0.0323276313105959,0.0254597047811935,1.59753730652784,0.20625255973231,0.427909131741632,"ILRUN","64771"
"ENSG00000153767.10",190.209409471999,-0.0416449774715974,0.033202696385426,1.59724305848329,0.20629434751006,0.427933889610594,"GTF2E1","2960"
"ENSG00000090470.15",162.327743951703,0.0746358691035537,0.0581542293050385,1.59603921872423,0.206465415556313,0.428153135765698,"PDCD7","10081"
"ENSG00000164037.17",1.38515640909942,0.24198996291581,0.183043698572444,1.59602071109005,0.206468046835611,0.428153135765698,"SLC9B1","150159"
"ENSG00000153487.12",64.3224663714221,0.0492437754187838,0.0388653594798344,1.59570872006424,0.206512409386765,0.428153135765698,"ING1","3621"
"ENSG00000048052.21",2.39812399450053,-0.316737788310852,0.232650991766111,1.59565872953115,0.206519518674762,0.428153135765698,"HDAC9","9734"
"ENSG00000183128.7",0.943215337495861,-0.223115125778192,0.191490746999516,1.59531777119524,0.206568014985717,NA,"CALHM3","119395"
"ENSG00000115526.11",48.5367645445838,-0.0556343646157269,0.0438387055486341,1.59496303393854,0.206618485423981,0.428296365881033,"CHST10","9486"
"ENSG00000140105.18",1016.91678067636,0.0347333256848277,0.0270515079823622,1.59308149085166,0.206886426662984,0.428789768621632,"WARS1","7453"
"ENSG00000124635.8",17.1535698252936,0.10969571634089,0.0828862363268927,1.59212256096362,0.207023141033555,0.429011089139074,"H2BC11","8970"
"ENSG00000196502.11",111.81624876297,0.0444956530120417,0.0352762648722477,1.59187055867483,0.207059086641154,0.429023554194031,"SULT1A1","6817"
"ENSG00000130544.12",57.1147117726071,0.0351889959940712,0.0277461927191958,1.59143116150534,0.207121779897317,0.429072703346131,"ZNF557","79230"
"ENSG00000110080.18",233.563385981591,0.0442007541710766,0.0361079146279167,1.59128474745836,0.207142675258492,0.429072703346131,"ST3GAL4","6484"
"ENSG00000198205.6",14.3307730441265,-0.0761322883095427,0.059898544249507,1.59087680013599,0.207200908268806,0.4291313132676,"ZXDA","7789"
"ENSG00000263155.6",35.9653819994551,0.066370830096417,0.0532801692287542,1.59061235244826,0.207238667558805,0.429147509504178,"MYZAP","100820829"
"ENSG00000083223.18",175.758810537388,0.056483449224266,0.0456505876037322,1.58814890340511,0.207590803348934,0.429753060187656,"TUT7","79670"
"ENSG00000204624.8",5.29420207443128,0.16962904160381,0.127321001162599,1.58802495512631,0.207608539718754,0.429753060187656,"DISP3","57540"
"ENSG00000015479.19",1879.12294592173,-0.0635455718000287,0.0516158124756562,1.587937628291,0.20762103682151,0.429753060187656,"MATR3","9782"
"ENSG00000175906.5",9.47096452440728,0.0848000245198335,0.0667074318529608,1.58708924062674,0.207742493543391,0.42988309902804,"ARL4D","379"
"ENSG00000161835.11",1.39133700281014,-0.251347618342774,0.2043254340613,1.58707982688622,0.207743841702751,0.42988309902804,"TAMALIN","160622"
"ENSG00000184584.13",5.68976737539323,0.118417145065925,0.0885531986834579,1.58629144496459,0.207856784068197,0.430050338010505,"STING1","340061"
"ENSG00000171148.13",605.845446604841,0.0324114168504241,0.0255956569167105,1.58589454028805,0.207913671488993,0.430050338010505,"TADA3","10474"
"ENSG00000171103.11",126.605910150245,-0.0504026574130495,0.0409501515385237,1.5858875929888,0.207914667393107,0.430050338010505,"TRMT61B","55006"
"ENSG00000172201.12",109.148995003066,-0.0413739881660768,0.0331664791222105,1.58425774327003,0.208148464387617,0.430471806165359,"ID4","3400"
"ENSG00000155229.21",441.509459666763,0.0329497084465796,0.0260312788681314,1.58385691795957,0.208206009186862,0.430522797276718,"MMS19","64210"
"ENSG00000107796.13",174.935191487904,0.109321635525487,0.0843794339779746,1.58366763306054,0.208233190562263,0.430522797276718,"ACTA2","59"
"ENSG00000089057.15",107.176312111863,0.0303265829203484,0.0240681463535896,1.58328638570822,0.208287950552192,0.430573908741724,"SLC23A2","9962"
"ENSG00000132170.21",35.077616959552,-0.139952548837438,0.105134227453518,1.58194719531451,0.208480438554471,0.430909676458514,"PPARG","5468"
"ENSG00000221978.12",608.239770347581,0.0303007119639397,0.0238088025966833,1.58132955982666,0.208569285050859,0.431031160887979,"CCNL2","81669"
"ENSG00000179526.17",100.205552621114,0.0671840790949882,0.054664522314357,1.58080952622663,0.208644126312415,0.431123671120392,"SHARPIN","81858"
"ENSG00000077782.20",121.954319382706,0.0621411465446147,0.0498733909284878,1.5804076776883,0.208701980592508,0.431181059356157,"FGFR1","2260"
"ENSG00000182718.16",5507.84589279775,0.0480051246536453,0.0376514339594535,1.57943895593939,0.208841525867987,0.431407181408233,"ANXA2","302"
"ENSG00000089127.13",2.80753291316256,0.155340606704299,0.126181456973701,1.57914771208536,0.208883501403487,0.431431716011179,"OAS1","4938"
"ENSG00000164638.10",54.0059444855913,0.0866468885313276,0.0704247170431589,1.57797021597503,0.209053309909355,0.431720234006727,"SLC29A4","222962"
"ENSG00000080603.17",173.585069051142,0.0912650869481542,0.0751011141124899,1.57727254349908,0.209153999399529,0.431865950359096,"SRCAP","10847"
"ENSG00000116151.14",16.4769339013677,-0.103820742131639,0.083351453249072,1.57636105565888,0.209285633655029,0.432056969806538,"MORN1","79906"
"ENSG00000127125.9",335.238312788794,0.0216873296334028,0.0172848061549381,1.57621459000183,0.209306794916743,0.432056969806538,"PPCS","79717"
"ENSG00000140650.12",367.431664581913,-0.0410956199928728,0.0341295101083698,1.57538150548754,0.209427206609291,0.432181148098617,"PMM2","5373"
"ENSG00000085449.15",452.760666978065,0.028942763719043,0.0235302350116316,1.57538117971922,0.209427253710967,0.432181148098617,"WDFY1","57590"
"ENSG00000124006.15",191.185914866028,0.0619842531589901,0.0487787532262663,1.57501769173206,0.209479816953136,0.432227392573233,"OBSL1","23363"
"ENSG00000185298.13",176.058422726982,0.0452039053365955,0.0366429397034915,1.5738392357664,0.209650338468585,0.432516976339767,"CCDC137","339230"
"ENSG00000185515.14",167.369500880484,-0.0492829773818826,0.0407121856856264,1.5730394735491,0.209766156969703,0.432665560383024,"BRCC3","79184"
"ENSG00000131495.8",218.534368657532,0.0555612509844888,0.0440915037027797,1.57292507791556,0.209782729500629,0.432665560383024,"NDUFA2","4695"
"ENSG00000243708.10",14.8415040727899,0.16672603156627,0.132981033389501,1.57230417439024,0.209872707040594,0.432788862425532,"PLA2G4B","100137049"
"ENSG00000277150.1",4.12184313547493,-0.450883765665039,0.486762068139752,1.57196430310179,0.209921978465287,0.432803194962037,"F8A3","474384"
"ENSG00000132676.16",915.033917583493,-0.0172169955700167,0.0136460086164133,1.57183970032798,0.209940045665623,0.432803194962037,"DAP3","7818"
"ENSG00000160124.9",195.032785467642,-0.0404889136483652,0.0322196776394645,1.57101551155841,0.210059598096444,0.432987385549961,"MIX23","131076"
"ENSG00000067225.18",7815.09603761982,0.0180911611800485,0.0143870349173787,1.57061769495078,0.210117332109355,0.433044117678719,"PKM","5315"
"ENSG00000138138.13",342.280268132595,-0.035360077416677,0.0280210246311612,1.57033581009404,0.210158252649987,0.433066186527446,"ATAD1","84896"
"ENSG00000172818.10",169.990246886852,0.0563839335278001,0.0426831811609581,1.56991548965908,0.210219287083277,0.433129691109917,"OVOL1","5017"
"ENSG00000204396.11",5.70195550059355,0.11479919439724,0.0901338711300375,1.5687234114076,0.210392502197817,0.433411990070731,"VWA7","80737"
"ENSG00000187240.16",53.4818045136055,-0.10542999806339,0.0838755048524503,1.5685564639121,0.210416774026944,0.433411990070731,"DYNC2H1","79659"
"ENSG00000147677.11",2219.64815109325,0.0226003305995367,0.0182117627376412,1.56681585604611,0.210670031791477,0.43387129823262,"EIF3H","8667"
"ENSG00000100897.17",436.288301504622,-0.033944620922071,0.0270355471429463,1.56609437466142,0.210775112942238,0.43402535108663,"DCAF11","80344"
"ENSG00000104356.11",316.838683549033,-0.0271864611474397,0.0215363864714749,1.56563498942398,0.210842053109657,0.434100831553263,"POP1","10940"
"ENSG00000186806.5",10.539195760066,0.0822003149907965,0.0677518364230896,1.56447353932245,0.211011408384471,0.434387121611807,"VSIG10L","147645"
"ENSG00000122861.16",1.47324916629988,0.323226154654221,0.249314799025903,1.56341955319728,0.211165233534399,0.434618719840089,"PLAU","5328"
"ENSG00000258289.8",932.753810227079,0.0338699489281457,0.0267768582341089,1.56328724308298,0.211184553068663,0.434618719840089,"CHURC1","91612"
"ENSG00000124143.10",13.5761996794645,-0.0842083225744554,0.0669356855190315,1.56304622272205,0.211219751540124,0.434628756614433,"ARHGAP40","343578"
"ENSG00000198301.12",431.040262197481,-0.0377834057443001,0.0312628330513931,1.56283021604514,0.211251302938665,0.434631286970407,"SDAD1","55153"
"ENSG00000102984.15",55.6908672852851,0.0560883674169319,0.0431665115533009,1.56100147168246,0.211518645797595,0.435118867517613,"ZNF821","55565"
"ENSG00000185220.12",60.7880910844921,0.0374637360490332,0.0302119318070478,1.5607241246293,0.211559225999908,0.435120751703667,"PGBD2","267002"
"ENSG00000125965.9",1.74604023150226,0.303349910219039,0.23060570702877,1.56058029994171,0.211580273432019,0.435120751703667,"GDF5","8200"
"ENSG00000241852.10",29.9164738422971,0.0598680158538197,0.0482108527160482,1.55989571538754,0.211680490193489,0.435264402013122,"C8orf58","541565"
"ENSG00000124212.6",2.80129395244309,0.142392886082119,0.114647129770316,1.55927941843063,0.211770758454468,0.43538755761422,"PTGIS","5740"
"ENSG00000185958.10",0.701974636509511,-0.23548233937978,0.22879392218052,1.55814594669762,0.211936895922426,NA,"FAM186A","121006"
"ENSG00000197024.9",130.475404595538,0.0298804482083404,0.0238953810438854,1.55767322108483,0.21200623088901,0.435809165863053,"ZNF398","57541"
"ENSG00000170289.12",74.7649099863059,0.0605060210730242,0.0487241048180483,1.55658656944746,0.212165712840565,0.436012056602828,"CNGB3","54714"
"ENSG00000168152.13",41.6435601658693,-0.0807602109424818,0.0639844131607743,1.55658620504312,0.212165766346081,0.436012056602828,"THAP9","79725"
"ENSG00000204655.12",2.22517561970436,-0.166061223817232,0.13756746723394,1.55363740943304,0.212599263078449,0.436840286262397,"MOG","4340"
"ENSG00000105552.15",269.271242620646,-0.0494707351555895,0.0386316512665352,1.55317175741544,0.212667813755389,0.43691850972764,"BCAT2","587"
"ENSG00000116161.18",1326.86064148058,0.0903421844611218,0.0773080330385653,1.55220246219858,0.212810592136937,0.437149187115343,"CACYBP","27101"
"ENSG00000081479.15",1.52651419599607,-0.232760887557752,0.186581166083325,1.55189828251794,0.212855421637918,0.437178623550354,"LRP2","4036"
"ENSG00000155893.13",35.8169013098089,0.0549145531837755,0.0433964534635209,1.55000379321132,0.213134880894178,0.437598546511173,"PXYLP1","92370"
"ENSG00000170860.4",868.619433543895,-0.0382196376383672,0.029572947057251,1.54995849605768,0.213141568083859,0.437598546511173,"LSM3","27258"
"ENSG00000181896.12",124.615100590178,0.0590070445949903,0.0462856816586875,1.54989148268919,0.213151461681388,0.437598546511173,"ZNF101","94039"
"ENSG00000138172.11",98.0279086807322,-0.0458073477456894,0.0358607734834273,1.5496572739512,0.213186043648383,0.437606866626941,"CALHM2","51063"
"ENSG00000198040.10",162.712112076114,-0.0642933903765182,0.0538954852866129,1.54882320794849,0.213309251353335,0.437784175458692,"ZNF84","7637"
