"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000173020.11",490.736254597536,0.0447812301375188,0.0350891072948245,1.54865908572282,0.21333350534247,0.437784175458692,"GRK2","156"
"ENSG00000196712.18",658.71334363245,0.0423666551591804,0.0347099162867758,1.548395739635,0.213372429483178,0.437801374779827,"NF1","4763"
"ENSG00000255154.7",28.5352155125808,-0.0823164423849336,0.0665832978026289,1.54729374770284,0.213535402080277,0.438007233392741,"HTD2","109703458"
"ENSG00000089682.16",78.3291420429959,0.0585587173904085,0.0456386692861496,1.54724067357336,0.213543254897308,0.438007233392741,"RBM41","55285"
"ENSG00000115137.12",60.9239316460297,-0.046180008542352,0.0365891795642716,1.54691783888831,0.213591028718827,0.438007233392741,"DNAJC27","51277"
"ENSG00000174123.11",3.03899440415798,-0.186121314380172,0.149110145896128,1.54689108602585,0.213594988238821,0.438007233392741,"TLR10","81793"
"ENSG00000100302.7",0.937237703770293,0.233098619191326,0.189336987016364,1.54663040493833,0.213633574543738,NA,"RASD2","23551"
"ENSG00000197448.14",323.004356377974,0.0268773226941366,0.0216635064009374,1.54603146166221,0.213722262173397,0.438205536546055,"GSTK1","373156"
"ENSG00000177873.14",34.2992537691364,0.054994467396708,0.0444640370443225,1.54539637003165,0.213816350206823,0.438276221151845,"ZNF619","285267"
"ENSG00000138675.16",1.96402056347568,0.176148987915165,0.142072356073762,1.54538598899845,0.213817888552731,0.438276221151845,"FGF5","2250"
"ENSG00000162604.12",136.104392074181,0.0334189917443996,0.0267823727377392,1.54460894700253,0.213933074299781,0.43844962639592,"TM2D1","83941"
"ENSG00000233927.5",1136.78069759375,0.0887353239932504,0.0678084846071619,1.54417874238709,0.213996877908181,0.438517690912919,"RPS28","6234"
"ENSG00000159267.14",98.9287999650082,-0.0564367073711739,0.0466367650471792,1.54366576598534,0.214072986955471,0.438610948401904,"HLCS","3141"
"ENSG00000182518.13",97.7864145496452,-0.038816232825038,0.0311938551709539,1.54292923217201,0.214182320932025,0.438735255131648,"FAM104B","90736"
"ENSG00000055483.19",194.410881893403,-0.054747824454521,0.045573731548733,1.5428447003967,0.214194873406675,0.438735255131648,"USP36","57602"
"ENSG00000173930.9",6.92227700790114,-0.110945034405987,0.089178380159297,1.54237808828069,0.214264178316883,0.438790302918389,"SLCO4C1","353189"
"ENSG00000115844.11",1.54905423331154,0.189947578701738,0.161322278622053,1.54225158627533,0.214282971984702,0.438790302918389,"DLX2","1746"
"ENSG00000144848.11",400.104041797172,-0.028285038642476,0.0230524036741189,1.54191262296058,0.214333339455426,0.438830751000439,"ATG3","64422"
"ENSG00000181894.15",46.7929740781164,0.0481862812630341,0.0388364358407977,1.54096195059026,0.214474677529259,0.439046333124847,"ZNF329","79673"
"ENSG00000101624.11",106.913734810711,0.0596467740340278,0.046640384803196,1.54079242166961,0.214499893321704,0.439046333124847,"CEP76","79959"
"ENSG00000164885.13",110.25437310473,-0.0356417629523768,0.0285277616753094,1.53922085330464,0.214733816844152,0.439445020879389,"CDK5","1020"
"ENSG00000270882.2",43.6213248147424,0.171411921746778,0.131106244723982,1.53907198806718,0.214755990739509,0.439445020879389,"H4C14","8370"
"ENSG00000108651.10",277.688247233145,-0.0492023640625636,0.0399999956866084,1.5384974165645,0.214841600320375,0.439546312014873,"UTP6","55813"
"ENSG00000123358.20",119.153964314958,0.104419586988767,0.0781441836195629,1.53832820090793,0.214866820726121,0.439546312014873,"NR4A1","3164"
"ENSG00000106330.12",112.536504061043,0.0459249876525996,0.0373599314100239,1.53641679025714,0.215151947747538,0.44006678353499,"MOSPD3","64598"
"ENSG00000170122.5",0.854524835737291,0.259352898445156,0.247876426255437,1.53535380278375,0.215310709390579,NA,"FOXD4","2298"
"ENSG00000127533.4",5.40532400392525,-0.105361579719733,0.0859559645735346,1.53523218315658,0.215328882676624,0.440270953409535,"F2RL3","9002"
"ENSG00000186575.18",265.492468456911,0.0347571885522226,0.0279983102937208,1.53516013489792,0.215339649510366,0.440270953409535,"NF2","4771"
"ENSG00000164983.7",440.015748709792,0.0331302041937066,0.0272519965841982,1.53495376300731,0.215370493104679,0.440270953409535,"TMEM65","157378"
"ENSG00000144674.16",381.038344658917,-0.0793197414919063,0.0648653710942688,1.53486094400859,0.215384367209293,0.440270953409535,"GOLGA4","2803"
"ENSG00000116668.13",29.228296862881,-0.0933718290614257,0.0706933335136583,1.53472062307685,0.215405343676648,0.440270953409535,"SWT1","54823"
"ENSG00000175691.9",30.4727727462054,0.0411429813088213,0.0334458032785092,1.53441179238749,0.215451519099896,0.440302548442815,"ZNF77","58492"
"ENSG00000154856.13",8.74349468658128,0.12747377034302,0.101817805760332,1.53409529007115,0.215498853782529,0.440336503224345,"APCDD1","147495"
"ENSG00000160753.16",417.214709314299,-0.0289784902252584,0.0237633702376026,1.53372543720951,0.215554183016457,0.440386781550441,"RUSC1","23623"
"ENSG00000165424.7",21.1172790288412,-0.0733535809788534,0.0577722050554188,1.53347996933968,0.215590913842233,0.440399053586228,"ZCCHC24","219654"
"ENSG00000139644.13",7202.83388679795,0.020801424602821,0.0166777811064131,1.53327138309953,0.215622131703051,0.440400062101958,"TMBIM6","7009"
"ENSG00000215277.8",0.771829813482542,0.328617438928355,0.386130756772514,1.53325499005486,0.215624585380455,NA,"RNF212B","100507650"
"ENSG00000069998.12",269.997301939415,-0.047182908954531,0.0371693786338367,1.53273222490316,0.215702849228123,0.440499531910923,"HDHD5","27440"
"ENSG00000110497.14",204.875305399617,0.0435122636477391,0.0351688169074275,1.53253560081134,0.215732294824521,0.440499531910923,"AMBRA1","55626"
"ENSG00000228198.3",15.9949288148759,0.0678668984900113,0.0549756621805395,1.53034179856789,0.216061154120736,0.441107524159554,"OR2M3","127062"
"ENSG00000183049.12",63.3815776444681,0.071879864644958,0.0572402119873308,1.5301388781275,0.216091602807896,0.441107524159554,"CAMK1D","57118"
"ENSG00000090339.9",26.2995888379674,0.07217912755915,0.0575487299184073,1.52965259918182,0.216164590894722,0.441188740118575,"ICAM1","3383"
"ENSG00000288208.1",1.57888224464614,0.506718715320935,0.510438944686113,1.52946372712506,0.216192947578685,0.441188740118575,NA,NA
"ENSG00000178913.8",963.562130853035,0.0238621020356691,0.0193611117612145,1.52881110284034,0.216290964729658,0.441325934296786,"TAF7","6879"
"ENSG00000173327.8",275.491541247928,0.0540956655927663,0.043452620390233,1.52830383379893,0.216367187636255,0.441418626185323,"MAP3K11","4296"
"ENSG00000111801.16",3.31243702033916,-0.193633447174094,0.145284495672903,1.52674047317691,0.216602301530269,0.441835404886135,"BTN3A3","10384"
"ENSG00000153982.11",32.8493205476111,-0.0732549947169283,0.0571476524051309,1.52593249347626,0.216723932908446,0.441969745610707,"GDPD1","284161"
"ENSG00000163909.8",6.22815285248142,-0.0991584063211258,0.0794129267999345,1.52589335282005,0.21672982711718,0.441969745610707,"HEYL","26508"
"ENSG00000160991.16",332.281640679857,-0.0671041530700043,0.0557249344308378,1.5256786136672,0.216762168179039,0.44197281915766,"ORAI2","80228"
"ENSG00000180658.4",0.685830429479378,0.540456501986042,0.420901113939888,1.52424020266594,0.216978950182495,NA,"OR2A4","79541"
"ENSG00000270188.1",12.6705265580789,-0.180573571394966,0.148021798482293,1.52419192051656,0.216986231233644,0.44236675273831,NA,NA
"ENSG00000196358.11",1.02208226558142,-0.24203233119025,0.215556462872529,1.52407955642758,0.217003177105081,NA,"NTNG2","84628"
"ENSG00000124789.11",642.683468522484,-0.0319045438666329,0.0265587649364497,1.5235653126162,0.217080751451474,0.44249651469076,"NUP153","9972"
"ENSG00000161905.13",63.0122956197375,-0.0369629242788022,0.0300747859432578,1.52239339803623,0.217257659777253,0.442794155445349,"ALOX15","246"
"ENSG00000103226.18",973.958683835987,0.0810449913618129,0.0631475715357314,1.51970821517909,0.217663654326703,0.443530215674209,"NOMO3","408050"
"ENSG00000144567.11",405.692496309416,-0.0347192913889214,0.0284048577430333,1.51959564832049,0.217680693963169,0.443530215674209,"RETREG2","79137"
"ENSG00000160796.18",304.586158544571,0.0701218504170207,0.0580441825592326,1.51877519873693,0.217804936313982,0.443720289528798,"NBEAL2","23218"
"ENSG00000173826.14",0.854306198687564,-0.246270384760153,0.231091549236162,1.51803349018441,0.217917327519302,NA,"KCNH6","81033"
"ENSG00000205683.11",4.12959486851132,0.145849643160332,0.115575047037683,1.51768689383547,0.217969871021054,0.443993197558021,"DPF3","8110"
"ENSG00000173285.4",97.2871488111529,-0.0608444151948494,0.0502822920167307,1.51686176709075,0.218095019838784,0.444184997779074,"OR10K1","391109"
"ENSG00000132570.15",87.1744138137112,-0.0359700420824983,0.0295987261476637,1.51565805319694,0.218277743538763,0.444493987197702,"PCBD2","84105"
"ENSG00000197483.10",10.3248873768204,0.161894787893232,0.129869926286598,1.51490657228169,0.218391910878186,0.444663302631806,"ZNF628","89887"
"ENSG00000169136.11",126.623104690062,-0.0324333322887099,0.0263269246624631,1.51400411580573,0.218529109045275,0.444879455908958,"ATF5","22809"
"ENSG00000145494.11",281.077384808622,0.0445163167214311,0.0353372304954095,1.5137331676201,0.218570320677825,0.444900167082639,"NDUFS6","4726"
"ENSG00000271741.1",41.2495662500194,0.0980523874912419,0.0762656966482205,1.51347178934572,0.218610085499223,0.444917927807165,NA,NA
"ENSG00000112304.11",167.388580405746,-0.0314072654488061,0.0254085935084119,1.51297387467179,0.218685859704421,0.445008959824413,"ACOT13","55856"
"ENSG00000100078.4",19.3766610010902,-0.0614681468184628,0.0501873273072612,1.5124682172742,0.218762844295841,0.445102428692205,"PLA2G3","50487"
"ENSG00000186204.15",0.947222490707048,-0.412287065809862,0.32982009785461,1.51191653615989,0.218846872728565,NA,"CYP4F12","66002"
"ENSG00000267952.1",0.285507915406586,0.510693900470885,1.0257064340838,1.51175372129185,0.218871678976762,NA,NA,NA
"ENSG00000170385.10",314.982806717314,0.0483215018348691,0.039301331207115,1.51170408662318,0.218879241913611,0.445276050750738,"SLC30A1","7779"
"ENSG00000088247.17",666.036980447793,-0.0329360182970768,0.0269794298770574,1.5114698507341,0.21891493712801,0.445285470241647,"KHSRP","8570"
"ENSG00000267697.2",2.49842032206791,0.339834618562872,0.278010091896376,1.51068722944925,0.219034251202358,0.445464948458372,NA,NA
"ENSG00000235863.4",11.8574083415476,0.0670298598586683,0.0549231782326903,1.50984977611833,0.219162010633858,0.44564945658247,"B3GALT4","8705"
"ENSG00000109680.11",7.69942374125623,-0.128923795936158,0.100108081110439,1.50968503030617,0.21918715424211,0.44564945658247,"TBC1D19","55296"
"ENSG00000130733.10",158.006370431272,0.0578077288404529,0.0480914361466668,1.50836746096809,0.219388366433791,0.445995297753788,"YIPF2","78992"
"ENSG00000130701.4",43.4716164722262,0.0803915940704595,0.0682549449892945,1.50789623718663,0.219460382756839,0.446078435399395,"RBBP8NL","140893"
"ENSG00000286070.1",201.63587581767,-0.0994479136765068,0.0758368230945484,1.50665232596367,0.219650623214247,0.446318829423445,NA,NA
"ENSG00000171657.6",11.0722635405133,0.0797317666366255,0.0640837063102872,1.50658067791289,0.219661586871978,0.446318829423445,"GPR82","27197"
"ENSG00000181085.15",23.8089842351677,-0.0808115169338013,0.0670764848790527,1.5065029816999,0.219673476764209,0.446318829423445,"MAPK15","225689"
"ENSG00000196116.8",171.984583091708,0.0327984069281364,0.0267744526498485,1.50630877672489,0.219703199414806,0.446318829423445,"TDRD7","23424"
"ENSG00000049759.18",207.805565399586,-0.0406669623405893,0.0331405193675074,1.50567169187764,0.219800737594462,0.446453701669125,"NEDD4L","23327"
"ENSG00000103056.12",3.89286256257254,0.209446047287933,0.179976441301534,1.50477714464273,0.21993778076567,0.446668765867826,"SMPD3","55512"
"ENSG00000161649.13",4.11137256085429,-0.131779399787481,0.106518078800457,1.50434535288247,0.220003967074202,0.446739887242047,"CD300LG","146894"
"ENSG00000060709.15",1.46524251455141,0.349441622790332,0.238993906121714,1.50381221005995,0.220085721596929,0.446842596794672,"RIMBP2","23504"
"ENSG00000206527.10",956.390353476333,0.0262975572472496,0.0219147875370609,1.50355961055931,0.220124469012683,0.446857971792636,"HACD2","201562"
"ENSG00000162882.15",0.309058631455161,0.39534987323672,0.372866467151101,1.50301188401515,0.220208515339341,NA,"HAAO","23498"
"ENSG00000175931.13",223.126538917729,0.0493483689304802,0.0398899920003264,1.50297767566383,0.220213765738285,0.446898827332275,"UBE2O","63893"
"ENSG00000130299.17",107.538876018279,-0.0492302785505139,0.0397940658712944,1.50294405173793,0.220218926583632,0.446898827332275,"GTPBP3","84705"
"ENSG00000157224.16",283.735008616605,-0.0304215742185881,0.0245394818581721,1.50248728371969,0.2202890489864,0.446898827332275,"CLDN12","9069"
"ENSG00000147162.14",1190.70096807628,0.0305056219283852,0.0256711940085881,1.50219284084153,0.22033426559626,0.446898827332275,"OGT","8473"
"ENSG00000197355.11",111.47401571124,-0.0402833535220889,0.0334745707236122,1.5021605069083,0.220339231686145,0.446898827332275,"UAP1L1","91373"
"ENSG00000166261.11",115.629971910988,-0.045353458639748,0.0374074874420011,1.50196016961326,0.220370003983792,0.446898827332275,"ZNF202","7753"
"ENSG00000099795.7",194.738150052686,0.108531404752306,0.0833771200866768,1.50187635203582,0.220382880091918,0.446898827332275,"NDUFB7","4713"
"ENSG00000149115.14",360.773359287473,0.037365171205738,0.0303383099470053,1.50180387386411,0.220394014958271,0.446898827332275,"TNKS1BP1","85456"
"ENSG00000149182.15",486.513710835366,-0.0339301859995722,0.0275616730650416,1.50125102470611,0.220478971640268,0.447007861314229,"ARFGAP2","84364"
"ENSG00000138670.17",2.53557147291705,-0.233430165847615,0.190062901856922,1.50093097908325,0.220528171139127,0.4470443791696,"RASGEF1B","153020"
"ENSG00000198915.11",6.72547206017738,0.0987881257331746,0.0801672408929234,1.49948062302389,0.220751293842696,0.447433405817478,"RASGEF1A","221002"
"ENSG00000083312.17",878.618094124871,-0.0389700369741357,0.0327404134208009,1.49918028259344,0.220797531914393,0.447463851613305,"TNPO1","3842"
"ENSG00000159069.14",215.914191693495,0.0764599414298542,0.0613551257620164,1.49835146243686,0.220925190670924,0.447659271003255,"FBXW5","54461"
"ENSG00000090674.16",20.5283358447391,0.0670609246348621,0.0552672730524286,1.49803860044574,0.220973402074877,0.447693674253185,"MCOLN1","57192"
"ENSG00000134007.5",0.485202657519591,0.378610835244419,0.336289649879287,1.49770572895153,0.221024710713327,NA,"ADAM20","8748"
"ENSG00000198113.3",9.35160881769735,0.0896740791637026,0.0755344885909923,1.49756235082148,0.22104681533199,0.447779119695979,"TOR4A","54863"
"ENSG00000186815.12",208.941633364038,0.0543934890017967,0.0467609061934443,1.49665166939229,0.221187276890032,0.447957736311458,"TPCN1","53373"
"ENSG00000143756.12",205.021511905427,0.0406286937342535,0.0335864726557507,1.49658546348485,0.221197492508197,0.447957736311458,"FBXO28","23219"
"ENSG00000198780.12",35.6576614018586,0.056972462241067,0.0454930052261242,1.49594725585092,0.221295997332254,0.448093915208438,"FAM169A","26049"
"ENSG00000155269.12",1.95008793978341,0.16347795481722,0.13786405280477,1.49411823357292,0.221578590416117,0.448602756359409,"GPR78","27201"
"ENSG00000130227.17",1106.20466880341,0.0328113790830778,0.0274388988398355,1.49359684595061,0.22165922644883,0.448702634079583,"XPO7","23039"
"ENSG00000174738.13",233.299889226519,-0.0502272167261128,0.043176009033565,1.49283407545278,0.221777257182403,0.448878170637187,"NR1D2","9975"
"ENSG00000119929.13",95.4248224282961,-0.0306670136469157,0.0253310614439283,1.49181003854261,0.2219358344015,0.449135712312735,"CUTC","51076"
"ENSG00000236699.9",3.37226605703645,-0.186441980604099,0.154529762362326,1.491581181447,0.221971292607347,0.449144058192223,"ARHGEF38","54848"
"ENSG00000143630.10",37.9568309977677,-0.0479273162610988,0.0391783368304054,1.48967284121204,0.222267227311318,0.4496427702884,"HCN3","57657"
"ENSG00000115762.16",732.327770268969,0.0174818096271393,0.0143561814527035,1.48954053763782,0.222287761703552,0.4496427702884,"PLEKHB2","55041"
"ENSG00000228300.14",35.6439247165709,0.103219831538808,0.0832812022654875,1.48937497250381,0.222313461708931,0.4496427702884,"FAM174C","55009"
"ENSG00000173926.6",15.4303943305602,0.111240622027217,0.0865818885026182,1.4891831836236,0.222343236766023,0.4496427702884,"MARCHF3","115123"
"ENSG00000116127.18",151.250430534247,-0.0688372456576664,0.0585246571753445,1.48856349305782,0.222439475819425,0.44975805543733,"ALMS1","7840"
"ENSG00000105639.19",14.6201460493266,-0.0695869806595752,0.0570043900727295,1.48835584995021,0.22247173431722,0.44975805543733,"JAK3","3718"
"ENSG00000165269.13",1.88669493136196,0.226539112811452,0.178746226868626,1.48820451423981,0.2224952486793,0.44975805543733,"AQP7","364"
"ENSG00000164022.17",493.219479915095,-0.0448306799619325,0.0369761378577023,1.48800822692749,0.22252575199955,0.44975805543733,"AIMP1","9255"
"ENSG00000170364.12",66.854695136045,0.0432613807792685,0.0349634415180234,1.48764202797855,0.222582673205882,0.449809676826888,"SETMAR","6419"
"ENSG00000163320.11",737.053437342577,-0.041282205448161,0.034646352335369,1.48653377649771,0.222755043749524,0.450094558374074,"CGGBP1","8545"
"ENSG00000072778.20",1007.68015131475,0.0414499932669905,0.0335134881329337,1.48580474954917,0.222868519212814,0.450212558206608,"ACADVL","37"
